Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
413,CA-2022-836333,2022-04-27,2022-05-01,First Class,CU-1072,Barbara Jackson,Home Office,Illinois,Central,PRD-OFF-3841,Office Supplies,Art,Art Item 586,353.56,7,0.4,51.37
414,CA-2024-984293,2024-02-12,2024-02-16,Second Class,CU-1035,Karen Smith,Home Office,Washington,West,PRD-FUR-2175,Furniture,Furnishings,Furnishings Item 763,7481.3,5,0,-296.07
415,CA-2023-557949,2023-09-24,2023-09-30,Second Class,CU-1004,Linda Martin,Home Office,Washington,West,PRD-TEC-8444,Technology,Phones,Phones Item 621,7254.66,7,0.4,1309.19
416,CA-2023-472566,2023-07-11,2023-07-15,Same Day,CU-1108,Priya Jackson,Consumer,North Carolina,East,PRD-TEC-4878,Technology,Accessories,Accessories Item 829,322.45,10,0.5,90.63
417,CA-2023-704349,2023-04-22,2023-04-27,Standard Class,CU-1128,Michael Jackson,Home Office,Michigan,Central,PRD-FUR-8889,Furniture,Chairs,Chairs Item 807,5182.8,10,0.3,-254.35
418,CA-2023-887042,2023-12-15,2023-12-22,Standard Class,CU-1020,Lisa Garcia,Home Office,Pennsylvania,East,PRD-FUR-2279,Furniture,Furnishings,Furnishings Item 800,12043.62,9,0,124.7
419,CA-2024-742818,2024-04-02,2024-04-05,Standard Class,CU-1162,Sarah Smith,Corporate,Mississippi,South,PRD-TEC-6431,Technology,Machines,Machines Item 531,3741.48,8,0.5,592.22
420,CA-2022-137042,2022-08-16,2022-08-18,First Class,CU-1090,Wei Thompson,Home Office,Tennessee,South,PRD-OFF-5780,Office Supplies,Labels,Labels Item 928,127.71,1,0,20.15
421,CA-2021-608307,2021-02-25,2021-02-28,Standard Class,CU-1188,Ahmed Martin,Home Office,Mississippi,South,PRD-TEC-5209,Technology,Accessories,Accessories Item 114,2166.0,5,0.2,51.65
422,CA-2024-720515,2024-05-21,2024-05-23,Same Day,CU-1189,Lisa Thompson,Corporate,Illinois,Central,PRD-OFF-4869,Office Supplies,Fasteners,Fasteners Item 596,780.14,6,0.2,196.7
423,CA-2021-188501,2021-03-09,2021-03-12,Same Day,CU-1046,Robert Harris,Home Office,North Carolina,East,PRD-TEC-3740,Technology,Accessories,Accessories Item 315,9778.99,7,0.1,1929.4
424,CA-2021-377238,2021-04-22,2021-04-28,Second Class,CU-1147,Ahmed Harris,Corporate,Tennessee,South,PRD-TEC-9724,Technology,Phones,Phones Item 339,5296.32,8,0.2,605.47
425,CA-2023-252200,2023-08-30,2023-09-02,Standard Class,CU-1097,John Jackson,Corporate,Nevada,West,PRD-OFF-6172,Office Supplies,Art,Art Item 642,464.52,5,0.5,33.4
426,CA-2021-768387,2021-07-19,2021-07-24,First Class,CU-1174,Wei Smith,Home Office,New York,East,PRD-FUR-7408,Furniture,Furnishings,Furnishings Item 572,2564.28,6,0,38.22
427,CA-2024-907924,2024-10-08,2024-10-13,Second Class,CU-1197,Priya Lee,Home Office,Georgia,South,PRD-TEC-1195,Technology,Machines,Machines Item 521,6707.04,6,0,1839.47
428,CA-2021-567604,2021-08-01,2021-08-07,First Class,CU-1025,John Miller,Home Office,Mississippi,South,PRD-FUR-1931,Furniture,Tables,Tables Item 708,1569.15,5,0,280.45
429,CA-2024-227706,2024-05-12,2024-05-18,Standard Class,CU-1168,David Miller,Corporate,Georgia,South,PRD-OFF-4018,Office Supplies,Paper,Paper Item 359,303.3,10,0,91.96
430,CA-2024-769809,2024-09-14,2024-09-15,Same Day,CU-1075,Ahmed Taylor,Consumer,Nevada,West,PRD-FUR-2022,Furniture,Bookcases,Bookcases Item 491,2449.68,6,0,60.7
431,CA-2021-952283,2021-05-04,2021-05-07,Same Day,CU-1099,Jennifer White,Home Office,Michigan,Central,PRD-FUR-3923,Furniture,Tables,Tables Item 760,1355.09,2,0.1,236.65
432,CA-2021-906048,2021-10-22,2021-10-27,Standard Class,CU-1125,Ahmed Moore,Home Office,Texas,South,PRD-FUR-2153,Furniture,Tables,Tables Item 685,8653.12,8,0,-729.57
433,CA-2023-621877,2023-07-03,2023-07-04,Standard Class,CU-1186,Jessica Anderson,Home Office,Michigan,Central,PRD-TEC-1060,Technology,Phones,Phones Item 627,2790.79,7,0.3,856.99
434,CA-2023-523533,2023-09-07,2023-09-11,Second Class,CU-1181,Patricia Moore,Home Office,Nevada,West,PRD-OFF-9770,Office Supplies,Paper,Paper Item 467,39.98,1,0.5,-1.82
435,CA-2023-762985,2023-04-01,2023-04-02,First Class,CU-1085,Omar Williams,Consumer,Michigan,Central,PRD-OFF-8530,Office Supplies,Paper,Paper Item 878,1079.82,9,0.3,-68.89
436,CA-2024-285197,2024-08-19,2024-08-21,Same Day,CU-1196,Chen Wilson,Corporate,Tennessee,South,PRD-OFF-6886,Office Supplies,Binders,Binders Item 598,151.87,4,0.4,46.08
437,CA-2022-137432,2022-01-24,2022-01-26,Second Class,CU-1021,Jennifer White,Corporate,Alabama,South,PRD-TEC-8361,Technology,Phones,Phones Item 116,5171.84,8,0.2,645.74
438,CA-2021-926045,2021-04-25,2021-04-28,Same Day,CU-1009,Fatima Taylor,Consumer,Oregon,West,PRD-OFF-9791,Office Supplies,Binders,Binders Item 252,46.28,2,0.5,14.95
439,CA-2022-138669,2022-04-23,2022-04-24,Same Day,CU-1189,Lisa Thompson,Corporate,Wisconsin,Central,PRD-OFF-3138,Office Supplies,Fasteners,Fasteners Item 114,96.89,1,0,0.89
440,CA-2022-932251,2022-09-22,2022-09-29,Second Class,CU-1044,Mary Davis,Home Office,California,West,PRD-TEC-4613,Technology,Copiers,Copiers Item 164,1747.2,10,0,-84.95
441,CA-2022-976500,2022-11-22,2022-11-29,First Class,CU-1051,Linda Davis,Consumer,Alabama,South,PRD-OFF-4493,Office Supplies,Art,Art Item 882,390.58,2,0,17.46
442,CA-2021-166292,2021-12-22,2021-12-25,Second Class,CU-1011,Lisa Wilson,Consumer,Wisconsin,Central,PRD-TEC-8187,Technology,Machines,Machines Item 349,1850.73,7,0.3,275.82
443,CA-2021-929478,2021-10-01,2021-10-02,Second Class,CU-1148,Fatima Davis,Home Office,Texas,South,PRD-OFF-3939,Office Supplies,Art,Art Item 191,176.53,1,0,-17.15
444,CA-2022-827191,2022-08-05,2022-08-09,Second Class,CU-1180,Richard Miller,Consumer,North Carolina,East,PRD-FUR-3859,Furniture,Tables,Tables Item 725,1455.81,3,0.5,124.35
445,CA-2024-852037,2024-05-06,2024-05-08,First Class,CU-1177,Fatima Anderson,Consumer,California,West,PRD-FUR-9686,Furniture,Chairs,Chairs Item 197,3486.35,6,0.1,-47.57
446,CA-2024-329927,2024-01-11,2024-01-16,First Class,CU-1158,Yuki Young,Corporate,Michigan,Central,PRD-FUR-8772,Furniture,Tables,Tables Item 609,314.77,1,0,65.59
447,CA-2024-156652,2024-10-04,2024-10-05,First Class,CU-1045,John Harris,Consumer,Pennsylvania,East,PRD-OFF-8424,Office Supplies,Storage,Storage Item 144,251.33,4,0.3,44.63
448,CA-2024-265722,2024-01-06,2024-01-08,Standard Class,CU-1026,Michael Harris,Corporate,Illinois,Central,PRD-TEC-6340,Technology,Copiers,Copiers Item 529,1795.4,2,0.5,299.33
449,CA-2022-215482,2022-04-17,2022-04-24,Standard Class,CU-1050,Joseph Martin,Corporate,Oregon,West,PRD-FUR-4615,Furniture,Tables,Tables Item 175,4012.16,4,0.1,276.8
450,CA-2023-557037,2023-09-20,2023-09-21,Same Day,CU-1120,Jessica Lee,Home Office,Arizona,West,PRD-TEC-4181,Technology,Accessories,Accessories Item 747,2415.87,3,0,256.04
451,CA-2022-233391,2022-02-19,2022-02-22,First Class,CU-1091,Lisa Martin,Consumer,Tennessee,South,PRD-TEC-3804,Technology,Phones,Phones Item 878,399.99,3,0.5,42.54
452,CA-2022-264404,2022-08-28,2022-09-02,Second Class,CU-1087,Karen Miller,Home Office,Georgia,South,PRD-OFF-4546,Office Supplies,Fasteners,Fasteners Item 705,85.28,2,0.5,24.56
453,CA-2022-865479,2022-07-26,2022-07-27,Second Class,CU-1121,Richard Young,Consumer,Alabama,South,PRD-FUR-3440,Furniture,Tables,Tables Item 687,3609.09,6,0.1,1087.49
454,CA-2021-593515,2021-04-01,2021-04-02,Same Day,CU-1001,Linda Davis,Consumer,Nevada,West,PRD-OFF-4940,Office Supplies,Binders,Binders Item 185,737.01,9,0,76.35
455,CA-2024-526369,2024-11-20,2024-11-26,First Class,CU-1142,Jennifer Martin,Corporate,California,West,PRD-TEC-5994,Technology,Accessories,Accessories Item 265,2580.85,5,0,-239.58
456,CA-2024-712011,2024-03-14,2024-03-20,Same Day,CU-1180,Richard Miller,Consumer,Florida,East,PRD-TEC-7068,Technology,Copiers,Copiers Item 741,3158.44,3,0.4,-52.98
457,CA-2024-503575,2024-07-08,2024-07-09,Standard Class,CU-1118,Charles Wilson,Consumer,California,West,PRD-OFF-9887,Office Supplies,Storage,Storage Item 689,352.2,5,0.2,75.41
458,CA-2024-871501,2024-06-24,2024-06-27,Standard Class,CU-1053,Charles Davis,Consumer,California,West,PRD-TEC-6989,Technology,Machines,Machines Item 475,796.76,2,0.5,142.31
459,CA-2024-687997,2024-12-14,2024-12-15,Second Class,CU-1044,Mary Davis,Home Office,Arizona,West,PRD-OFF-4437,Office Supplies,Envelopes,Envelopes Item 871,309.18,6,0,59.38
460,CA-2022-380345,2022-10-19,2022-10-22,First Class,CU-1190,Jessica Young,Corporate,Georgia,South,PRD-OFF-9215,Office Supplies,Art,Art Item 639,12.15,1,0.3,1.26
461,CA-2024-811257,2024-12-24,2024-12-29,Same Day,CU-1031,John Johnson,Consumer,Florida,East,PRD-OFF-8501,Office Supplies,Labels,Labels Item 189,767.9,10,0,-11.7
462,CA-2022-180685,2022-01-02,2022-01-05,First Class,CU-1020,Lisa Garcia,Home Office,Florida,East,PRD-TEC-4346,Technology,Accessories,Accessories Item 633,1409.31,2,0.5,-45.49
463,CA-2022-815551,2022-08-24,2022-08-28,Same Day,CU-1160,Yuki Jackson,Home Office,New York,East,PRD-OFF-2031,Office Supplies,Fasteners,Fasteners Item 122,521.58,6,0,16.26
464,CA-2024-531690,2024-08-13,2024-08-16,First Class,CU-1059,Patricia Brown,Home Office,Wisconsin,Central,PRD-OFF-3161,Office Supplies,Storage,Storage Item 908,482.8,8,0.5,51.23
465,CA-2022-607765,2022-06-17,2022-06-19,Standard Class,CU-1078,John Lee,Consumer,Pennsylvania,East,PRD-FUR-3634,Furniture,Bookcases,Bookcases Item 828,823.63,3,0.5,272.04
466,CA-2022-980103,2022-01-09,2022-01-11,Second Class,CU-1137,Mary Davis,Corporate,Oregon,West,PRD-OFF-8223,Office Supplies,Fasteners,Fasteners Item 366,77.84,4,0.3,12.34
467,CA-2022-841484,2022-02-25,2022-03-02,First Class,CU-1094,William Moore,Home Office,Pennsylvania,East,PRD-TEC-2990,Technology,Machines,Machines Item 125,2331.54,3,0,326.74
468,CA-2021-435772,2021-10-25,2021-10-29,First Class,CU-1103,Jessica Jones,Consumer,Alabama,South,PRD-TEC-3409,Technology,Phones,Phones Item 918,3896.52,5,0.2,1310.49
469,CA-2022-217771,2022-11-25,2022-12-01,Standard Class,CU-1144,Robert White,Home Office,Alabama,South,PRD-OFF-7580,Office Supplies,Appliances,Appliances Item 732,411.63,3,0,15.9
470,CA-2023-442220,2023-01-02,2023-01-03,Second Class,CU-1056,Thomas Davis,Corporate,Minnesota,Central,PRD-TEC-8298,Technology,Accessories,Accessories Item 793,2158.25,5,0,307.09
471,CA-2023-303895,2023-11-15,2023-11-19,Standard Class,CU-1171,Ahmed Thompson,Consumer,Texas,South,PRD-FUR-7108,Furniture,Bookcases,Bookcases Item 112,2211.88,6,0.4,146.72
472,CA-2022-567220,2022-12-21,2022-12-24,Second Class,CU-1072,Barbara Jackson,Home Office,Michigan,Central,PRD-OFF-5728,Office Supplies,Paper,Paper Item 267,718.08,8,0.4,187.89
473,CA-2023-976097,2023-04-29,2023-05-01,Second Class,CU-1186,Jessica Anderson,Home Office,Minnesota,Central,PRD-OFF-7156,Office Supplies,Paper,Paper Item 190,179.56,4,0.3,-12.61
474,CA-2024-534649,2024-08-01,2024-08-04,Second Class,CU-1001,Linda Davis,Consumer,Nevada,West,PRD-TEC-9037,Technology,Copiers,Copiers Item 143,990.5,4,0.4,29.97
475,CA-2022-686448,2022-09-15,2022-09-19,Second Class,CU-1077,Mary Martin,Consumer,North Carolina,East,PRD-OFF-8742,Office Supplies,Appliances,Appliances Item 227,159.29,1,0,2.9
476,CA-2023-615780,2023-05-05,2023-05-07,Standard Class,CU-1167,Jennifer Johnson,Corporate,Michigan,Central,PRD-OFF-2093,Office Supplies,Envelopes,Envelopes Item 713,154.12,2,0.5,53.55
477,CA-2024-693047,2024-04-05,2024-04-09,Same Day,CU-1190,Jessica Young,Corporate,Tennessee,South,PRD-FUR-3668,Furniture,Bookcases,Bookcases Item 695,1157.22,2,0,324.46
478,CA-2022-826959,2022-10-17,2022-10-21,Second Class,CU-1014,Charles Miller,Home Office,Washington,West,PRD-TEC-6832,Technology,Machines,Machines Item 149,349.03,1,0.4,65.03
479,CA-2023-180558,2023-12-21,2023-12-27,Second Class,CU-1074,Mary Young,Home Office,Oregon,West,PRD-OFF-6180,Office Supplies,Envelopes,Envelopes Item 946,243.52,2,0,35.23
480,CA-2022-831871,2022-07-10,2022-07-16,Standard Class,CU-1175,Linda Jones,Corporate,Oregon,West,PRD-OFF-9489,Office Supplies,Storage,Storage Item 388,1062.99,9,0,-100.13
481,CA-2023-270948,2023-04-24,2023-04-27,Second Class,CU-1095,Maria Taylor,Consumer,Alabama,South,PRD-TEC-9612,Technology,Accessories,Accessories Item 966,3897.48,9,0.1,1004.76
482,CA-2024-941566,2024-12-09,2024-12-16,Same Day,CU-1136,Linda Miller,Consumer,Arizona,West,PRD-TEC-8856,Technology,Copiers,Copiers Item 456,554.6,2,0,175.0
483,CA-2021-563405,2021-10-12,2021-10-19,Second Class,CU-1079,Richard Brown,Home Office,Virginia,East,PRD-OFF-3332,Office Supplies,Storage,Storage Item 804,53.05,5,0,0.0
484,CA-2021-236543,2021-09-14,2021-09-16,Standard Class,CU-1058,Linda Harris,Corporate,Virginia,East,PRD-TEC-1696,Technology,Copiers,Copiers Item 301,86.67,2,0.5,20.87
485,CA-2024-721990,2024-09-13,2024-09-18,Standard Class,CU-1027,Robert Wilson,Consumer,New York,East,PRD-TEC-2581,Technology,Copiers,Copiers Item 901,537.6,5,0.2,107.74
486,CA-2022-309740,2022-02-25,2022-03-02,Standard Class,CU-1031,John Johnson,Consumer,North Carolina,East,PRD-TEC-6698,Technology,Machines,Machines Item 460,534.14,2,0.2,174.64
487,CA-2024-629435,2024-06-09,2024-06-11,Standard Class,CU-1041,Robert Anderson,Consumer,Arizona,West,PRD-OFF-5617,Office Supplies,Paper,Paper Item 275,1384.47,10,0.1,307.51
488,CA-2021-203479,2021-01-09,2021-01-15,First Class,CU-1193,Charles Lee,Home Office,Wisconsin,Central,PRD-TEC-6813,Technology,Copiers,Copiers Item 488,4110.0,10,0,-76.52
489,CA-2023-527376,2023-11-20,2023-11-22,Standard Class,CU-1108,Priya Jackson,Consumer,Pennsylvania,East,PRD-TEC-6918,Technology,Machines,Machines Item 821,2120.96,8,0,261.13
490,CA-2021-444053,2021-03-25,2021-03-26,Same Day,CU-1073,Robert Miller,Corporate,North Carolina,East,PRD-FUR-8273,Furniture,Chairs,Chairs Item 331,2806.84,5,0.2,587.11
491,CA-2022-548750,2022-08-19,2022-08-26,Same Day,CU-1141,Priya Brown,Corporate,Florida,East,PRD-TEC-7494,Technology,Phones,Phones Item 548,1198.89,6,0.5,242.71
492,CA-2021-513989,2021-09-02,2021-09-04,Second Class,CU-1133,Thomas Harris,Home Office,New York,East,PRD-FUR-7623,Furniture,Chairs,Chairs Item 225,1016.37,2,0.1,53.24
493,CA-2023-901968,2023-10-20,2023-10-23,Same Day,CU-1059,Patricia Brown,Home Office,Minnesota,Central,PRD-OFF-9379,Office Supplies,Labels,Labels Item 385,352.04,6,0.4,121.24
494,CA-2021-362867,2021-08-10,2021-08-11,Second Class,CU-1037,Patricia Moore,Corporate,Florida,East,PRD-FUR-9161,Furniture,Furnishings,Furnishings Item 794,221.07,3,0,60.49
495,CA-2023-812197,2023-02-23,2023-02-28,First Class,CU-1006,Linda White,Home Office,Georgia,South,PRD-FUR-9518,Furniture,Tables,Tables Item 885,9461.5,10,0,1868.52
496,CA-2022-794255,2022-02-18,2022-02-21,First Class,CU-1126,Carlos Jackson,Corporate,Minnesota,Central,PRD-FUR-1517,Furniture,Furnishings,Furnishings Item 540,4816.08,9,0,1582.86
497,CA-2023-994303,2023-07-11,2023-07-14,Same Day,CU-1030,Susan Davis,Consumer,Minnesota,Central,PRD-FUR-3689,Furniture,Furnishings,Furnishings Item 603,62.64,1,0.2,18.67
498,CA-2022-507980,2022-10-02,2022-10-08,Same Day,CU-1110,William Garcia,Home Office,Washington,West,PRD-FUR-3560,Furniture,Chairs,Chairs Item 618,4668.75,9,0.5,532.98
499,CA-2022-719755,2022-06-24,2022-06-28,First Class,CU-1014,Charles Miller,Home Office,Nevada,West,PRD-FUR-7003,Furniture,Bookcases,Bookcases Item 457,721.74,6,0,-30.54
500,CA-2021-755520,2021-02-25,2021-03-04,Standard Class,CU-1189,Lisa Thompson,Corporate,Wisconsin,Central,PRD-FUR-1924,Furniture,Furnishings,Furnishings Item 777,2633.06,7,0.3,224.78
501,CA-2022-427260,2022-04-26,2022-05-02,Standard Class,CU-1062,Mary Thomas,Home Office,Georgia,South,PRD-OFF-6343,Office Supplies,Paper,Paper Item 138,136.6,5,0,-12.45
502,CA-2024-541631,2024-03-09,2024-03-14,Same Day,CU-1117,James Brown,Corporate,Florida,East,PRD-FUR-7394,Furniture,Chairs,Chairs Item 430,438.83,10,0.3,30.71
503,CA-2023-824423,2023-09-28,2023-09-29,First Class,CU-1146,Wei Thompson,Corporate,New York,East,PRD-OFF-5907,Office Supplies,Envelopes,Envelopes Item 472,577.02,8,0.3,-14.44
504,CA-2023-988494,2023-10-15,2023-10-21,First Class,CU-1111,Richard Johnson,Corporate,Pennsylvania,East,PRD-TEC-2506,Technology,Accessories,Accessories Item 834,428.07,5,0.4,112.18
505,CA-2024-386643,2024-04-27,2024-04-30,Same Day,CU-1148,Fatima Davis,Home Office,Texas,South,PRD-TEC-5945,Technology,Copiers,Copiers Item 616,2909.08,4,0,562.01
506,CA-2024-428574,2024-09-20,2024-09-25,Same Day,CU-1076,Charles Harris,Home Office,Florida,East,PRD-TEC-9971,Technology,Copiers,Copiers Item 284,3171.7,5,0.5,641.32
507,CA-2022-623452,2022-01-18,2022-01-23,First Class,CU-1004,Linda Martin,Home Office,Arizona,West,PRD-TEC-1981,Technology,Copiers,Copiers Item 634,8788.07,9,0.4,2817.33
508,CA-2023-352050,2023-08-06,2023-08-08,Same Day,CU-1051,Linda Davis,Consumer,Tennessee,South,PRD-TEC-7757,Technology,Machines,Machines Item 373,4699.59,7,0,870.68
509,CA-2022-730437,2022-06-10,2022-06-16,Second Class,CU-1073,Robert Miller,Corporate,Pennsylvania,East,PRD-TEC-6087,Technology,Copiers,Copiers Item 575,684.86,2,0,7.2
510,CA-2023-778346,2023-06-13,2023-06-17,Second Class,CU-1124,Lisa Taylor,Home Office,Arizona,West,PRD-TEC-5551,Technology,Accessories,Accessories Item 774,1264.16,5,0.2,322.81
511,CA-2024-144283,2024-08-12,2024-08-19,Standard Class,CU-1140,Linda Jones,Home Office,Washington,West,PRD-OFF-5882,Office Supplies,Appliances,Appliances Item 987,172.62,1,0,7.12
512,CA-2023-789365,2023-01-15,2023-01-21,Second Class,CU-1016,Yuki Davis,Consumer,Minnesota,Central,PRD-TEC-9605,Technology,Copiers,Copiers Item 357,1073.08,4,0,144.74
513,CA-2022-228216,2022-05-03,2022-05-08,Same Day,CU-1127,Maria Moore,Home Office,New York,East,PRD-FUR-3869,Furniture,Bookcases,Bookcases Item 319,5058.68,4,0.1,-177.43
514,CA-2023-718115,2023-04-17,2023-04-20,First Class,CU-1070,Priya Johnson,Consumer,Minnesota,Central,PRD-TEC-5036,Technology,Copiers,Copiers Item 384,800.59,2,0.4,91.01
515,CA-2023-485602,2023-09-01,2023-09-07,Standard Class,CU-1037,Patricia Moore,Corporate,Virginia,East,PRD-FUR-7302,Furniture,Chairs,Chairs Item 416,940.77,1,0.1,13.02
516,CA-2024-660894,2024-11-04,2024-11-05,Same Day,CU-1163,Carlos Thomas,Home Office,Virginia,East,PRD-TEC-5186,Technology,Copiers,Copiers Item 408,1094.45,1,0.4,347.35
517,CA-2022-268010,2022-09-02,2022-09-04,Same Day,CU-1023,Wei Johnson,Consumer,Washington,West,PRD-FUR-9055,Furniture,Bookcases,Bookcases Item 582,432.83,1,0,117.05
518,CA-2022-542882,2022-11-13,2022-11-19,First Class,CU-1188,Ahmed Martin,Home Office,Alabama,South,PRD-TEC-9973,Technology,Accessories,Accessories Item 855,968.87,9,0.4,165.63
519,CA-2024-898989,2024-11-24,2024-11-25,Same Day,CU-1083,Linda Wilson,Corporate,Florida,East,PRD-TEC-6140,Technology,Accessories,Accessories Item 689,151.2,3,0.1,27.63
520,CA-2021-641448,2021-11-20,2021-11-22,Same Day,CU-1021,Jennifer White,Corporate,Texas,South,PRD-OFF-6367,Office Supplies,Fasteners,Fasteners Item 918,558.24,6,0,9.66
521,CA-2021-485456,2021-06-22,2021-06-26,Same Day,CU-1072,Barbara Jackson,Home Office,Ohio,Central,PRD-TEC-4747,Technology,Copiers,Copiers Item 191,4877.5,10,0,1538.37
522,CA-2022-993209,2022-06-21,2022-06-27,Same Day,CU-1118,Charles Wilson,Consumer,Washington,West,PRD-TEC-7028,Technology,Phones,Phones Item 274,7090.88,10,0.2,-232.84
523,CA-2021-651380,2021-01-29,2021-02-04,Same Day,CU-1145,Fatima White,Home Office,Illinois,Central,PRD-FUR-5361,Furniture,Furnishings,Furnishings Item 394,647.98,2,0.1,-9.24
524,CA-2023-552259,2023-02-22,2023-02-24,First Class,CU-1191,Yuki Davis,Consumer,Alabama,South,PRD-TEC-1471,Technology,Accessories,Accessories Item 397,2077.8,4,0.4,533.18
525,CA-2024-360380,2024-06-19,2024-06-23,Standard Class,CU-1067,Mary Thompson,Consumer,Washington,West,PRD-FUR-7513,Furniture,Furnishings,Furnishings Item 803,503.48,1,0.3,170.42
526,CA-2024-871861,2024-12-21,2024-12-25,Standard Class,CU-1054,Maria Johnson,Consumer,Nevada,West,PRD-OFF-4847,Office Supplies,Labels,Labels Item 582,227.22,2,0,11.31
527,CA-2024-727291,2024-10-05,2024-10-12,Standard Class,CU-1090,Wei Thompson,Home Office,Mississippi,South,PRD-OFF-7466,Office Supplies,Binders,Binders Item 787,310.17,5,0.4,11.21
528,CA-2024-708684,2024-02-20,2024-02-21,Second Class,CU-1094,William Moore,Home Office,Pennsylvania,East,PRD-TEC-3161,Technology,Machines,Machines Item 191,6369.55,9,0.3,1879.36
529,CA-2023-373055,2023-06-06,2023-06-08,Standard Class,CU-1081,Jessica Young,Home Office,Mississippi,South,PRD-TEC-8046,Technology,Machines,Machines Item 389,2456.3,3,0.2,580.97
530,CA-2022-428215,2022-06-25,2022-06-30,First Class,CU-1067,Mary Thompson,Consumer,Arizona,West,PRD-FUR-8208,Furniture,Tables,Tables Item 154,9220.8,8,0,1383.61
531,CA-2021-292037,2021-04-22,2021-04-24,First Class,CU-1048,Michael Thompson,Home Office,Pennsylvania,East,PRD-TEC-9108,Technology,Copiers,Copiers Item 141,2567.93,3,0.4,-122.72
532,CA-2024-608768,2024-12-23,2024-12-28,Standard Class,CU-1113,Wei Davis,Consumer,Oregon,West,PRD-FUR-5654,Furniture,Furnishings,Furnishings Item 284,635.31,3,0,-5.29
533,CA-2022-795350,2022-07-13,2022-07-18,Standard Class,CU-1043,Patricia Anderson,Corporate,North Carolina,East,PRD-OFF-2258,Office Supplies,Envelopes,Envelopes Item 352,1390.86,9,0,121.55
534,CA-2024-444622,2024-10-18,2024-10-19,Standard Class,CU-1196,Chen Wilson,Corporate,Alabama,South,PRD-TEC-3519,Technology,Machines,Machines Item 129,5449.08,7,0,1507.43
535,CA-2024-603164,2024-12-20,2024-12-26,Standard Class,CU-1020,Lisa Garcia,Home Office,Florida,East,PRD-FUR-3118,Furniture,Bookcases,Bookcases Item 316,4366.68,6,0.5,201.79
536,CA-2022-158232,2022-10-24,2022-10-31,Same Day,CU-1012,Karen Brown,Corporate,Oregon,West,PRD-OFF-7535,Office Supplies,Paper,Paper Item 191,165.56,2,0,1.33
537,CA-2021-917357,2021-11-30,2021-12-04,Second Class,CU-1005,Karen Miller,Home Office,Ohio,Central,PRD-FUR-6080,Furniture,Bookcases,Bookcases Item 801,562.63,2,0.4,130.05
538,CA-2023-200780,2023-01-06,2023-01-12,Same Day,CU-1154,Maria Miller,Consumer,Ohio,Central,PRD-FUR-7931,Furniture,Tables,Tables Item 192,5326.24,8,0.5,110.87
539,CA-2023-295408,2023-01-25,2023-01-30,Standard Class,CU-1193,Charles Lee,Home Office,Minnesota,Central,PRD-FUR-3540,Furniture,Furnishings,Furnishings Item 607,392.31,1,0.5,80.19
540,CA-2021-590963,2021-06-21,2021-06-24,Same Day,CU-1134,Carlos Williams,Corporate,Mississippi,South,PRD-FUR-5921,Furniture,Chairs,Chairs Item 961,1242.25,5,0,258.32
541,CA-2023-696152,2023-05-26,2023-05-29,Standard Class,CU-1063,Chen Brown,Consumer,North Carolina,East,PRD-TEC-8612,Technology,Phones,Phones Item 776,1403.35,9,0.4,120.49
542,CA-2022-367240,2022-06-03,2022-06-06,Standard Class,CU-1184,John Martin,Home Office,Mississippi,South,PRD-OFF-3985,Office Supplies,Paper,Paper Item 963,149.4,2,0.5,-2.87
543,CA-2021-838594,2021-06-20,2021-06-24,Same Day,CU-1100,Karen Smith,Consumer,California,West,PRD-FUR-4066,Furniture,Bookcases,Bookcases Item 316,6060.8,8,0.2,324.86
544,CA-2024-806120,2024-05-22,2024-05-25,Standard Class,CU-1047,William Martin,Home Office,Illinois,Central,PRD-TEC-8817,Technology,Copiers,Copiers Item 571,820.12,1,0,-18.63
545,CA-2024-731124,2024-09-09,2024-09-15,First Class,CU-1177,Fatima Anderson,Consumer,Nevada,West,PRD-OFF-7471,Office Supplies,Appliances,Appliances Item 923,1144.92,10,0.3,241.35
546,CA-2021-114549,2021-09-14,2021-09-16,Standard Class,CU-1077,Mary Martin,Consumer,New York,East,PRD-TEC-3378,Technology,Phones,Phones Item 765,6210.25,4,0.1,723.51
547,CA-2024-928387,2024-07-06,2024-07-13,Standard Class,CU-1061,Yuki Johnson,Home Office,Nevada,West,PRD-OFF-1357,Office Supplies,Envelopes,Envelopes Item 219,775.5,5,0,87.86
548,CA-2024-608608,2024-12-09,2024-12-13,Same Day,CU-1042,Lisa Taylor,Corporate,Washington,West,PRD-FUR-7418,Furniture,Chairs,Chairs Item 152,3093.36,10,0.2,483.32
549,CA-2021-988803,2021-07-30,2021-08-05,Same Day,CU-1085,Omar Williams,Consumer,Illinois,Central,PRD-OFF-7548,Office Supplies,Art,Art Item 597,951.87,8,0.2,-79.33
550,CA-2024-956360,2024-06-06,2024-06-12,Standard Class,CU-1131,Barbara Miller,Corporate,Mississippi,South,PRD-FUR-5388,Furniture,Tables,Tables Item 763,365.15,9,0.3,54.39
551,CA-2021-752944,2021-08-28,2021-09-01,Same Day,CU-1106,Susan Thompson,Corporate,Florida,East,PRD-OFF-8688,Office Supplies,Storage,Storage Item 452,50.74,7,0.2,11.51
